force,lsoa_code,lsoa_name,crimes,crime_rank,decile,pct_of_force_crime,cumulative_pct
West Midlands Police,E01009346,Birmingham 053E,739,163,1,0.108,32.04
West Midlands Police,E01009541,Coventry 039C,735,164,1,0.107,32.15
West Midlands Police,E01009841,Dudley 017E,735,164,1,0.107,32.25
West Midlands Police,E01010375,Walsall 018E,731,166,1,0.107,32.36
West Midlands Police,E01009201,Birmingham 043A,729,167,1,0.107,32.47
West Midlands Police,E01009539,Coventry 039A,729,167,1,0.107,32.57
West Midlands Police,E01009542,Coventry 039D,723,169,1,0.106,32.68
West Midlands Police,E01010472,Wolverhampton 015B,723,169,1,0.106,32.78
West Midlands Police,E01010426,Wolverhampton 035A,720,171,1,0.105,32.89
West Midlands Police,E01008995,Birmingham 134A,715,172,1,0.105,32.99
West Midlands Police,E01009408,Birmingham 026B,714,173,2,0.104,33.10
West Midlands Police,E01010198,Solihull 019D,714,173,2,0.104,33.20
West Midlands Police,E01009045,Birmingham 097D,712,175,2,0.104,33.31
West Midlands Police,E01009432,Birmingham 006A,711,176,2,0.104,33.41
West Midlands Police,E01010412,Wolverhampton 033C,711,176,2,0.104,33.52
West Midlands Police,E01009056,Birmingham 032B,710,178,2,0.104,33.62
West Midlands Police,E01008913,Birmingham 050B,709,179,2,0.104,33.72
West Midlands Police,E01010451,Wolverhampton 029C,708,180,2,0.104,33.83
West Midlands Police,E01008948,Birmingham 122D,706,181,2,0.103,33.93
West Midlands Police,E01009746,Dudley 022C,706,181,2,0.103,34.03
West Midlands Police,E01009582,Coventry 008C,698,183,2,0.102,34.14
West Midlands Police,E01034308,Dudley 011E,697,184,2,0.102,34.24
West Midlands Police,E01008943,Birmingham 117B,695,185,2,0.102,34.34
West Midlands Police,E01009636,Coventry 024A,690,186,2,0.101,34.44
West Midlands Police,E01010400,Walsall 014D,690,186,2,0.101,34.54
West Midlands Police,E01010031,Sandwell 014B,685,188,2,0.100,34.64
West Midlands Police,E01009661,Coventry 028D,682,189,2,0.100,34.74
West Midlands Police,E01033638,Birmingham 049F,680,190,2,0.099,34.84
West Midlands Police,E01034749,Coventry 038G,680,190,2,0.099,34.94
West Midlands Police,E01009364,Birmingham 071C,673,192,2,0.098,35.04
West Midlands Police,E01010053,Sandwell 023G,673,192,2,0.098,35.14
West Midlands Police,E01009367,Birmingham 083A,671,194,2,0.098,35.23
West Midlands Police,E01008901,Birmingham 037C,667,195,2,0.098,35.33
West Midlands Police,E01010459,Wolverhampton 008B,667,195,2,0.098,35.43
West Midlands Police,E01009414,Birmingham 030E,666,197,2,0.097,35.53
West Midlands Police,E01034943,Birmingham 125I,664,198,2,0.097,35.62
West Midlands Police,E01008987,Birmingham 064B,662,199,2,0.097,35.72
West Midlands Police,E01010002,Sandwell 030B,662,199,2,0.097,35.82
West Midlands Police,E01009270,Birmingham 034C,658,201,2,0.096,35.91
West Midlands Police,E01009147,Birmingham 060E,654,202,2,0.096,36.01
West Midlands Police,E01009734,Dudley 034A,652,203,2,0.095,36.10
West Midlands Police,E01009000,Birmingham 031C,651,204,2,0.095,36.20
West Midlands Police,E01010443,Wolverhampton 018B,651,204,2,0.095,36.30
West Midlands Police,E01009119,Birmingham 123C,650,206,2,0.095,36.39
West Midlands Police,E01033559,Birmingham 049E,650,206,2,0.095,36.49
West Midlands Police,E01009117,Birmingham 126A,649,208,2,0.095,36.58
West Midlands Police,E01010528,Wolverhampton 016C,649,208,2,0.095,36.67
West Midlands Police,E01034915,Birmingham 023G,648,210,2,0.095,36.77
West Midlands Police,E01008962,Birmingham 116D,643,211,2,0.094,36.86
West Midlands Police,E01010104,Sandwell 017E,642,212,2,0.094,36.96
West Midlands Police,E01009376,Birmingham 084C,637,213,2,0.093,37.05
West Midlands Police,E01010287,Walsall 012B,637,213,2,0.093,37.14
West Midlands Police,E01009087,Birmingham 042C,636,215,2,0.093,37.24
West Midlands Police,E01009361,Birmingham 047E,636,215,2,0.093,37.33
West Midlands Police,E01009478,Birmingham 048A,636,215,2,0.093,37.42
West Midlands Police,E01009352,Birmingham 039C,635,218,2,0.093,37.52
West Midlands Police,E01009098,Birmingham 025C,634,219,2,0.093,37.61
West Midlands Police,E01032538,Coventry 001H,634,219,2,0.093,37.70
West Midlands Police,E01009481,Birmingham 044D,633,221,2,0.093,37.79
West Midlands Police,E01009491,Birmingham 051E,632,222,2,0.092,37.89
West Midlands Police,E01008986,Birmingham 064A,626,223,2,0.092,37.98
West Midlands Police,E01009309,Birmingham 045E,626,223,2,0.092,38.07
West Midlands Police,E01009143,Birmingham 136A,625,225,2,0.091,38.16
West Midlands Police,E01033648,Birmingham 084F,622,226,2,0.091,38.25
West Midlands Police,E01010030,Sandwell 007A,620,227,2,0.091,38.34
West Midlands Police,E01009574,Coventry 015F,618,228,2,0.090,38.43
West Midlands Police,E01009083,Birmingham 141I,615,229,2,0.090,38.52
West Midlands Police,E01009686,Coventry 026D,615,229,2,0.090,38.61
West Midlands Police,E01008950,Birmingham 113A,614,231,2,0.090,38.70
West Midlands Police,E01009303,Birmingham 057E,611,232,2,0.089,38.79
West Midlands Police,E01009397,Birmingham 077E,610,233,2,0.089,38.88
West Midlands Police,E01034951,Birmingham 137G,608,234,2,0.089,38.97
West Midlands Police,E01008988,Birmingham 064C,606,235,2,0.089,39.06
West Midlands Police,E01010455,Wolverhampton 029E,605,236,2,0.088,39.15
West Midlands Police,E01009206,Birmingham 120B,603,237,2,0.088,39.24
West Midlands Police,E01010463,Wolverhampton 020A,603,237,2,0.088,39.32
West Midlands Police,E01008919,Birmingham 095A,602,239,2,0.088,39.41
West Midlands Police,E01008890,Birmingham 089A,600,240,2,0.088,39.50
West Midlands Police,E01009176,Birmingham 105E,600,240,2,0.088,39.59
West Midlands Police,E01009483,Birmingham 051B,597,242,2,0.087,39.67
West Midlands Police,E01009540,Coventry 039B,597,242,2,0.087,39.76
West Midlands Police,E01009314,Birmingham 069B,595,244,2,0.087,39.85
West Midlands Police,E01008889,Birmingham 078D,594,245,2,0.087,39.94
West Midlands Police,E01034747,Coventry 036H,594,245,2,0.087,40.02
West Midlands Police,E01009079,Birmingham 141G,592,247,2,0.087,40.11
West Midlands Police,E01009274,Birmingham 036C,591,248,2,0.086,40.20
West Midlands Police,E01010478,Wolverhampton 011A,589,249,2,0.086,40.28
West Midlands Police,E01033058,Coventry 042F,588,250,2,0.086,40.37
West Midlands Police,E01009570,Coventry 015B,587,251,2,0.086,40.45
West Midlands Police,E01009501,Birmingham 101B,584,252,2,0.085,40.54
West Midlands Police,E01009300,Birmingham 057C,582,253,2,0.085,40.62
West Midlands Police,E01009322,Birmingham 069D,582,253,2,0.085,40.71
West Midlands Police,E01009113,Birmingham 128C,579,255,2,0.085,40.79
West Midlands Police,E01010158,Solihull 012C,579,255,2,0.085,40.88
West Midlands Police,E01010311,Walsall 036C,579,255,2,0.085,40.96
West Midlands Police,E01009977,Sandwell 016B,578,258,2,0.085,41.05
West Midlands Police,E01010510,Wolverhampton 017C,578,258,2,0.085,41.13
West Midlands Police,E01009212,Birmingham 126C,577,260,2,0.084,41.22
West Midlands Police,E01032530,Coventry 038F,577,260,2,0.084,41.30
West Midlands Police,E01009184,Birmingham 092B,575,262,2,0.084,41.38
West Midlands Police,E01009335,Birmingham 139G,575,262,2,0.084,41.47
West Midlands Police,E01010261,Walsall 033A,572,264,2,0.084,41.55
West Midlands Police,E01009160,Birmingham 125E,570,265,2,0.083,41.64
West Midlands Police,E01009075,Birmingham 087C,569,266,2,0.083,41.72
West Midlands Police,E01009906,Dudley 035C,568,267,2,0.083,41.80
West Midlands Police,E01010274,Walsall 021C,568,267,2,0.083,41.89
West Midlands Police,E01008883,Birmingham 078A,565,269,2,0.083,41.97
West Midlands Police,E01009650,Coventry 020E,565,269,2,0.083,42.05
West Midlands Police,E01009935,Sandwell 027B,565,269,2,0.083,42.13
West Midlands Police,E01009339,Birmingham 142A,564,272,2,0.082,42.22
West Midlands Police,E01009834,Dudley 031D,563,273,2,0.082,42.30
West Midlands Police,E01009237,Birmingham 024A,562,274,2,0.082,42.38
West Midlands Police,E01009567,Coventry 009C,561,275,2,0.082,42.46
West Midlands Police,E01010062,Sandwell 040A,559,276,2,0.082,42.54
West Midlands Police,E01009011,Birmingham 141B,557,277,2,0.081,42.63
West Midlands Police,E01009050,Birmingham 035A,556,278,2,0.081,42.71
West Midlands Police,E01009651,Coventry 031D,555,279,2,0.081,42.79
West Midlands Police,E01010047,Sandwell 023B,555,279,2,0.081,42.87
West Midlands Police,E01009059,Birmingham 035E,554,281,2,0.081,42.95
West Midlands Police,E01009152,Birmingham 053B,550,282,2,0.080,43.03
West Midlands Police,E01010447,Wolverhampton 018E,550,282,2,0.080,43.11
West Midlands Police,E01009934,Sandwell 027A,549,284,2,0.080,43.19
West Midlands Police,E01010101,Sandwell 020B,549,284,2,0.080,43.27
West Midlands Police,E01008893,Birmingham 089D,548,286,2,0.080,43.35
West Midlands Police,E01008963,Birmingham 107B,548,286,2,0.080,43.43
West Midlands Police,E01009097,Birmingham 029B,548,286,2,0.080,43.51
West Midlands Police,E01009186,Birmingham 088D,548,286,2,0.080,43.59
West Midlands Police,E01009556,Coventry 034C,548,286,2,0.080,43.67
West Midlands Police,E01009998,Sandwell 010F,546,291,2,0.080,43.75
West Midlands Police,E01009134,Birmingham 011F,544,292,2,0.080,43.83
West Midlands Police,E01009136,Birmingham 014E,544,292,2,0.080,43.91
West Midlands Police,E01010218,Solihull 021A,543,294,2,0.079,43.99
West Midlands Police,E01009510,Birmingham 056E,542,295,2,0.079,44.07
West Midlands Police,E01009564,Coventry 005A,542,295,2,0.079,44.15
West Midlands Police,E01009269,Birmingham 034B,540,297,2,0.079,44.23
West Midlands Police,E01010374,Walsall 018D,538,298,2,0.079,44.31
West Midlands Police,E01008971,Birmingham 117D,537,299,2,0.079,44.39
West Midlands Police,E01009295,Birmingham 099D,534,300,2,0.078,44.46
West Midlands Police,E01010499,Wolverhampton 002C,534,300,2,0.078,44.54
West Midlands Police,E01009199,Birmingham 052D,532,302,2,0.078,44.62
West Midlands Police,E01010405,Walsall 027B,531,303,2,0.078,44.70
West Midlands Police,E01034306,Dudley 006H,531,303,2,0.078,44.77
West Midlands Police,E01009048,Birmingham 040D,530,305,2,0.078,44.85
West Midlands Police,E01009662,Coventry 016D,530,305,2,0.078,44.93
West Midlands Police,E01010265,Walsall 033D,530,305,2,0.078,45.01
West Midlands Police,E01033567,Birmingham 135B,530,305,2,0.078,45.08
West Midlands Police,E01009773,Dudley 002A,529,309,2,0.077,45.16
West Midlands Police,E01010361,Walsall 031A,526,310,2,0.077,45.24
West Midlands Police,E01009301,Birmingham 057D,523,311,2,0.076,45.32
West Midlands Police,E01009400,Birmingham 031E,523,311,2,0.076,45.39
West Midlands Police,E01010213,Solihull 022E,522,313,2,0.076,45.47
West Midlands Police,E01009334,Birmingham 070B,521,314,2,0.076,45.54
West Midlands Police,E01010178,Solihull 013D,521,314,2,0.076,45.62
West Midlands Police,E01010271,Walsall 017A,521,314,2,0.076,45.70
West Midlands Police,E01010511,Wolverhampton 017D,520,317,2,0.076,45.77
West Midlands Police,E01033894,Walsall 013F,520,317,2,0.076,45.85
West Midlands Police,E01009568,Coventry 009D,519,319,2,0.076,45.92
West Midlands Police,E01009748,Dudley 013A,519,319,2,0.076,46.00
West Midlands Police,E01010142,Solihull 007B,519,319,2,0.076,46.08
West Midlands Police,E01009424,Birmingham 004B,518,322,2,0.076,46.15
West Midlands Police,E01009044,Birmingham 097C,517,323,2,0.076,46.23
West Midlands Police,E01009363,Birmingham 071B,517,323,2,0.076,46.30
West Midlands Police,E01034735,Coventry 015G,517,323,2,0.076,46.38
West Midlands Police,E01009086,Birmingham 044B,515,326,2,0.075,46.45
West Midlands Police,E01010011,Sandwell 011C,515,326,2,0.075,46.53
West Midlands Police,E01008899,Birmingham 037A,514,328,2,0.075,46.60
West Midlands Police,E01009047,Birmingham 040C,514,328,2,0.075,46.68
West Midlands Police,E01009158,Birmingham 129A,514,328,2,0.075,46.75
West Midlands Police,E01009624,Coventry 011B,514,328,2,0.075,46.83
West Midlands Police,E01010433,Wolverhampton 035E,514,328,2,0.075,46.91
West Midlands Police,E01034937,Birmingham 079H,514,328,2,0.075,46.98
West Midlands Police,E01009093,Birmingham 054B,512,334,2,0.075,47.06
West Midlands Police,E01010318,Walsall 024B,512,334,2,0.075,47.13
West Midlands Police,E01010485,Wolverhampton 007D,512,334,2,0.075,47.21
West Midlands Police,E01008935,Birmingham 111B,511,337,2,0.075,47.28
West Midlands Police,E01009062,Birmingham 040E,510,338,2,0.075,47.35
West Midlands Police,E01009952,Sandwell 035B,509,339,2,0.074,47.43
West Midlands Police,E01009956,Sandwell 035D,509,339,2,0.074,47.50
West Midlands Police,E01009259,Birmingham 094E,507,341,2,0.074,47.58
West Midlands Police,E01009375,Birmingham 083B,507,341,2,0.074,47.65
West Midlands Police,E01010054,Sandwell 028A,507,341,2,0.074,47.73
West Midlands Police,E01010381,Walsall 020D,507,341,2,0.074,47.80
West Midlands Police,E01008984,Birmingham 074A,506,345,3,0.074,47.87
West Midlands Police,E01009311,Birmingham 054E,505,346,3,0.074,47.95
West Midlands Police,E01009366,Birmingham 084A,505,346,3,0.074,48.02
West Midlands Police,E01008945,Birmingham 122A,503,348,3,0.074,48.10
West Midlands Police,E01009790,Dudley 007D,503,348,3,0.074,48.17
West Midlands Police,E01010204,Solihull 018D,503,348,3,0.074,48.24
West Midlands Police,E01009016,Birmingham 098A,502,351,3,0.073,48.32
West Midlands Police,E01010402,Walsall 027A,502,351,3,0.073,48.39
West Midlands Police,E01008961,Birmingham 116C,501,353,3,0.073,48.46
West Midlands Police,E01009213,Birmingham 124E,501,353,3,0.073,48.54
West Midlands Police,E01009512,Birmingham 062A,501,353,3,0.073,48.61
West Midlands Police,E01009950,Sandwell 039D,501,353,3,0.073,48.68
West Midlands Police,E01010127,Solihull 008C,501,353,3,0.073,48.76
West Midlands Police,E01010060,Sandwell 028E,500,358,3,0.073,48.83
West Midlands Police,E01010527,Wolverhampton 016B,500,358,3,0.073,48.90
West Midlands Police,E01010288,Walsall 012C,499,360,3,0.073,48.97
West Midlands Police,E01010130,Solihull 008E,498,361,3,0.073,49.05
West Midlands Police,E01010260,Walsall 023C,497,362,3,0.073,49.12
West Midlands Police,E01009209,Birmingham 124D,496,363,3,0.073,49.19
West Midlands Police,E01010003,Sandwell 030C,496,363,3,0.073,49.27
West Midlands Police,E01010506,Wolverhampton 017A,495,365,3,0.072,49.34
West Midlands Police,E01008898,Birmingham 066C,491,366,3,0.072,49.41
West Midlands Police,E01008998,Birmingham 031A,491,366,3,0.072,49.48
West Midlands Police,E01010309,Walsall 036B,491,366,3,0.072,49.55
West Midlands Police,E01009579,Coventry 007B,490,369,3,0.072,49.62
West Midlands Police,E01009099,Birmingham 029C,489,370,3,0.072,49.70
West Midlands Police,E01009391,Birmingham 143C,489,370,3,0.072,49.77
West Midlands Police,E01009779,Dudley 008A,489,370,3,0.072,49.84
West Midlands Police,E01010020,Sandwell 024C,489,370,3,0.072,49.91
West Midlands Police,E01009409,Birmingham 026C,488,374,3,0.071,49.98
West Midlands Police,E01009305,Birmingham 045C,486,375,3,0.071,50.05
West Midlands Police,E01010046,Sandwell 023A,486,375,3,0.071,50.12
West Midlands Police,E01010565,Wolverhampton 012D,485,377,3,0.071,50.20
West Midlands Police,E01034949,Birmingham 136F,485,377,3,0.071,50.27
West Midlands Police,E01009214,Birmingham 126D,484,379,3,0.071,50.34
West Midlands Police,E01010513,Wolverhampton 031A,484,379,3,0.071,50.41
West Midlands Police,E01009660,Coventry 021D,483,381,3,0.071,50.48
West Midlands Police,E01010059,Sandwell 041D,483,381,3,0.071,50.55
West Midlands Police,E01009656,Coventry 016B,482,383,3,0.070,50.62
West Midlands Police,E01010336,Walsall 034A,482,383,3,0.070,50.69
West Midlands Police,E01008929,Birmingham 106C,481,385,3,0.070,50.76
West Midlands Police,E01008989,Birmingham 064D,481,385,3,0.070,50.83
West Midlands Police,E01009401,Birmingham 031F,481,385,3,0.070,50.90
West Midlands Police,E01009484,Birmingham 048D,481,385,3,0.070,50.97
West Midlands Police,E01009689,Coventry 030B,481,385,3,0.070,51.04
West Midlands Police,E01010080,Sandwell 022C,480,390,3,0.070,51.11
West Midlands Police,E01010315,Walsall 038E,480,390,3,0.070,51.18
West Midlands Police,E01009700,Coventry 029C,479,392,3,0.070,51.25
West Midlands Police,E01009885,Dudley 011D,479,392,3,0.070,51.32
West Midlands Police,E01010551,Wolverhampton 019C,478,394,3,0.070,51.39
West Midlands Police,E01009753,Dudley 017C,477,395,3,0.070,51.46
West Midlands Police,E01010093,Sandwell 013A,476,396,3,0.070,51.53
West Midlands Police,E01009141,Birmingham 137A,475,397,3,0.069,51.60
West Midlands Police,E01009022,Birmingham 098B,474,398,3,0.069,51.67
West Midlands Police,E01009014,Birmingham 090A,473,399,3,0.069,51.74
West Midlands Police,E01009130,Birmingham 011C,473,399,3,0.069,51.81
West Midlands Police,E01009254,Birmingham 085C,473,399,3,0.069,51.88
West Midlands Police,E01009768,Dudley 004C,473,399,3,0.069,51.95
West Midlands Police,E01010279,Walsall 018B,473,399,3,0.069,52.02
West Midlands Police,E01009393,Birmingham 143D,472,404,3,0.069,52.08
West Midlands Police,E01010072,Sandwell 021D,472,404,3,0.069,52.15
West Midlands Police,E01010139,Solihull 006C,472,404,3,0.069,52.22
West Midlands Police,E01009513,Birmingham 066F,471,407,3,0.069,52.29
West Midlands Police,E01033650,Birmingham 077F,471,407,3,0.069,52.36
West Midlands Police,E01033897,Walsall 030G,471,407,3,0.069,52.43
West Midlands Police,E01008976,Birmingham 121A,470,410,3,0.069,52.50
West Midlands Police,E01009282,Birmingham 100B,470,410,3,0.069,52.57
West Midlands Police,E01034925,Birmingham 041J,470,410,3,0.069,52.64
West Midlands Police,E01009886,Dudley 013E,468,413,3,0.068,52.70
West Midlands Police,E01009043,Birmingham 097B,467,414,3,0.068,52.77
West Midlands Police,E01009216,Birmingham 131D,467,414,3,0.068,52.84
West Midlands Police,E01010032,Sandwell 014C,467,414,3,0.068,52.91
West Midlands Police,E01010144,Solihull 007D,467,414,3,0.068,52.98
West Midlands Police,E01034311,Wolverhampton 006F,467,414,3,0.068,53.05
West Midlands Police,E01009840,Dudley 018A,466,419,3,0.068,53.11
West Midlands Police,E01009204,Birmingham 052E,465,420,3,0.068,53.18
West Midlands Police,E01009329,Birmingham 070A,465,420,3,0.068,53.25
West Midlands Police,E01009298,Birmingham 054D,464,422,3,0.068,53.32
West Midlands Police,E01009893,Dudley 010C,463,423,3,0.068,53.39
West Midlands Police,E01010335,Walsall 037A,463,423,3,0.068,53.45
West Midlands Police,E01010449,Wolverhampton 029A,463,423,3,0.068,53.52
West Midlands Police,E01009577,Coventry 007A,462,426,3,0.068,53.59
West Midlands Police,E01010555,Wolverhampton 005A,462,426,3,0.068,53.66
West Midlands Police,E01009380,Birmingham 070E,461,428,3,0.067,53.72
West Midlands Police,E01008923,Birmingham 102B,460,429,3,0.067,53.79
West Midlands Police,E01009980,Sandwell 016D,460,429,3,0.067,53.86
West Midlands Police,E01008932,Birmingham 111A,459,431,3,0.067,53.92
West Midlands Police,E01009479,Birmingham 048B,459,431,3,0.067,53.99
West Midlands Police,E01009947,Sandwell 017A,459,431,3,0.067,54.06
West Midlands Police,E01010071,Sandwell 016F,458,434,3,0.067,54.13
West Midlands Police,E01009486,Birmingham 044E,457,435,3,0.067,54.19
West Midlands Police,E01010052,Sandwell 023F,457,435,3,0.067,54.26
