force,lsoa_code,lsoa_name,crimes,crime_rank,decile,pct_of_force_crime,cumulative_pct
Metropolitan Police Service,E01004381,Waltham Forest 007C,381,1966,4,0.016,70.79
Metropolitan Police Service,E01035684,Tower Hamlets 020E,381,1966,4,0.016,70.81
Metropolitan Police Service,E01000050,Barking and Dagenham 019C,380,1972,4,0.016,70.82
Metropolitan Police Service,E01000260,Barnet 025E,380,1972,4,0.016,70.84
Metropolitan Police Service,E01001004,Croydon 015A,380,1972,4,0.016,70.85
Metropolitan Police Service,E01001051,Croydon 030A,380,1972,4,0.016,70.87
Metropolitan Police Service,E01001655,Greenwich 029C,380,1972,4,0.016,70.89
Metropolitan Police Service,E01002045,Haringey 026B,380,1972,4,0.016,70.90
Metropolitan Police Service,E01003533,Newham 011A,380,1972,4,0.016,70.92
Metropolitan Police Service,E01004218,Tower Hamlets 030D,380,1972,4,0.016,70.93
Metropolitan Police Service,E01003167,Lambeth 028E,379,1980,4,0.016,70.95
Metropolitan Police Service,E01004437,Waltham Forest 021C,379,1980,4,0.016,70.97
Metropolitan Police Service,E01004601,Wandsworth 018D,379,1980,4,0.016,70.98
Metropolitan Police Service,E01000546,Brent 028B,378,1983,4,0.016,71.00
Metropolitan Police Service,E01001165,Croydon 024C,378,1983,4,0.016,71.02
Metropolitan Police Service,E01001309,Ealing 001C,378,1983,4,0.016,71.03
Metropolitan Police Service,E01001509,Enfield 014C,378,1983,4,0.016,71.05
Metropolitan Police Service,E01002422,Hillingdon 018A,378,1983,4,0.016,71.06
Metropolitan Police Service,E01002523,Hillingdon 016D,378,1983,4,0.016,71.08
Metropolitan Police Service,E01003259,Lewisham 028D,378,1983,4,0.016,71.10
Metropolitan Police Service,E01003625,Newham 015A,378,1983,4,0.016,71.11
Metropolitan Police Service,E01004125,Sutton 001A,378,1983,4,0.016,71.13
Metropolitan Police Service,E01004644,Wandsworth 016D,378,1983,4,0.016,71.14
Metropolitan Police Service,E01000028,Barking and Dagenham 001B,377,1993,4,0.016,71.16
Metropolitan Police Service,E01000891,Camden 007C,377,1993,5,0.016,71.18
Metropolitan Police Service,E01001242,Ealing 024C,377,1993,5,0.016,71.19
Metropolitan Police Service,E01001483,Enfield 025A,377,1993,5,0.016,71.21
Metropolitan Police Service,E01001955,Hammersmith and Fulham 002A,377,1993,5,0.016,71.23
Metropolitan Police Service,E01002611,Hounslow 024D,377,1993,5,0.016,71.24
Metropolitan Police Service,E01002887,Kensington and Chelsea 010A,377,1993,5,0.016,71.26
Metropolitan Police Service,E01003170,Lambeth 025E,377,1993,5,0.016,71.27
Metropolitan Police Service,E01003321,Lewisham 020C,377,1993,5,0.016,71.29
Metropolitan Police Service,E01004200,Tower Hamlets 005A,377,1993,5,0.016,71.31
Metropolitan Police Service,E01004427,Waltham Forest 022E,377,1993,5,0.016,71.32
Metropolitan Police Service,E01001260,Ealing 012B,376,2004,5,0.016,71.34
Metropolitan Police Service,E01001431,Enfield 033A,376,2004,5,0.016,71.35
Metropolitan Police Service,E01001515,Enfield 015E,376,2004,5,0.016,71.37
Metropolitan Police Service,E01001785,Hackney 015B,376,2004,5,0.016,71.39
Metropolitan Police Service,E01003471,Merton 016E,376,2004,5,0.016,71.40
Metropolitan Police Service,E01004189,Sutton 001E,376,2004,5,0.016,71.42
Metropolitan Police Service,E01000188,Barnet 014C,375,2010,5,0.016,71.43
Metropolitan Police Service,E01000237,Barnet 032A,375,2010,5,0.016,71.45
Metropolitan Police Service,E01000746,Bromley 005E,375,2010,5,0.016,71.47
Metropolitan Police Service,E01001552,Enfield 001D,375,2010,5,0.016,71.48
Metropolitan Police Service,E01001579,Greenwich 003E,375,2010,5,0.016,71.50
Metropolitan Police Service,E01001976,Haringey 011A,375,2010,5,0.016,71.51
Metropolitan Police Service,E01002101,Haringey 007B,375,2010,5,0.016,71.53
Metropolitan Police Service,E01003045,Lambeth 011A,375,2010,5,0.016,71.55
Metropolitan Police Service,E01003435,Merton 014E,375,2010,5,0.016,71.56
Metropolitan Police Service,E01004405,Waltham Forest 020B,375,2010,5,0.016,71.58
Metropolitan Police Service,E01032803,Southwark 036C,375,2010,5,0.016,71.59
Metropolitan Police Service,E01000235,Barnet 021E,374,2021,5,0.016,71.61
Metropolitan Police Service,E01001000,Croydon 010B,374,2021,5,0.016,71.63
Metropolitan Police Service,E01001283,Ealing 016C,374,2021,5,0.016,71.64
Metropolitan Police Service,E01001796,Hackney 011E,374,2021,5,0.016,71.66
Metropolitan Police Service,E01002218,Harrow 030A,374,2021,5,0.016,71.67
Metropolitan Police Service,E01002403,Hillingdon 024D,374,2021,5,0.016,71.69
Metropolitan Police Service,E01003640,Redbridge 013B,374,2021,5,0.016,71.71
Metropolitan Police Service,E01004061,Southwark 025A,374,2021,5,0.016,71.72
Metropolitan Police Service,E01004070,Southwark 031B,374,2021,5,0.016,71.74
Metropolitan Police Service,E01004568,Wandsworth 013A,374,2021,5,0.016,71.75
Metropolitan Police Service,E01000515,Brent 003A,373,2031,5,0.016,71.77
Metropolitan Police Service,E01000997,Croydon 009D,373,2031,5,0.016,71.79
Metropolitan Police Service,E01001527,Enfield 036F,373,2031,5,0.016,71.80
Metropolitan Police Service,E01002086,Haringey 013B,373,2031,5,0.016,71.82
Metropolitan Police Service,E01004274,Tower Hamlets 031A,373,2031,5,0.016,71.83
Metropolitan Police Service,E01004470,Waltham Forest 013E,373,2031,5,0.016,71.85
Metropolitan Police Service,E01004483,Wandsworth 026D,373,2031,5,0.016,71.86
Metropolitan Police Service,E01000284,Barnet 012D,372,2038,5,0.016,71.88
Metropolitan Police Service,E01000877,Camden 005E,372,2038,5,0.016,71.90
Metropolitan Police Service,E01000970,Camden 010B,372,2038,5,0.016,71.91
Metropolitan Police Service,E01004048,Southwark 027C,372,2038,5,0.016,71.93
Metropolitan Police Service,E01034476,Barking and Dagenham 019G,372,2038,5,0.016,71.94
Metropolitan Police Service,E01034481,Redbridge 023F,372,2038,5,0.016,71.96
Metropolitan Police Service,E01001995,Haringey 017D,371,2044,5,0.016,71.98
Metropolitan Police Service,E01003146,Lambeth 035E,371,2044,5,0.016,71.99
Metropolitan Police Service,E01003903,Richmond upon Thames 015F,371,2044,5,0.016,72.01
Metropolitan Police Service,E01000111,Barking and Dagenham 002D,370,2047,5,0.016,72.02
Metropolitan Police Service,E01001171,Croydon 028C,370,2047,5,0.016,72.04
Metropolitan Police Service,E01001562,Enfield 037D,370,2047,5,0.016,72.05
Metropolitan Police Service,E01001834,Hackney 014E,370,2047,5,0.016,72.07
Metropolitan Police Service,E01002245,Havering 011B,370,2047,5,0.016,72.09
Metropolitan Police Service,E01002605,Hounslow 026B,370,2047,5,0.016,72.10
Metropolitan Police Service,E01004575,Wandsworth 013C,370,2047,5,0.016,72.12
Metropolitan Police Service,E01034484,Redbridge 032H,370,2047,5,0.016,72.13
Metropolitan Police Service,E01035654,Islington 011K,370,2047,5,0.016,72.15
Metropolitan Police Service,E01000747,Bromley 042B,369,2056,5,0.016,72.17
Metropolitan Police Service,E01002670,Hounslow 020B,369,2056,5,0.016,72.18
Metropolitan Police Service,E01004199,Tower Hamlets 002C,369,2056,5,0.016,72.20
Metropolitan Police Service,E01004263,Tower Hamlets 007C,369,2056,5,0.016,72.21
Metropolitan Police Service,E01032788,Hammersmith and Fulham 023D,369,2056,5,0.016,72.23
Metropolitan Police Service,E01000093,Barking and Dagenham 022B,368,2061,5,0.016,72.24
Metropolitan Police Service,E01000097,Barking and Dagenham 023C,368,2061,5,0.016,72.26
Metropolitan Police Service,E01000113,Barking and Dagenham 002F,368,2061,5,0.016,72.28
Metropolitan Police Service,E01001683,Greenwich 017B,368,2061,5,0.016,72.29
Metropolitan Police Service,E01001715,Hackney 007A,368,2061,5,0.016,72.31
Metropolitan Police Service,E01002573,Hounslow 001C,368,2061,5,0.016,72.32
Metropolitan Police Service,E01002587,Hounslow 016A,368,2061,5,0.016,72.34
Metropolitan Police Service,E01002972,Kingston upon Thames 005D,368,2061,5,0.016,72.35
Metropolitan Police Service,E01003336,Lewisham 010A,368,2061,5,0.016,72.37
Metropolitan Police Service,E01000602,Brent 021C,367,2070,5,0.016,72.39
Metropolitan Police Service,E01001477,Enfield 018B,367,2070,5,0.016,72.40
Metropolitan Police Service,E01002284,Havering 004C,367,2070,5,0.016,72.42
Metropolitan Police Service,E01002844,Kensington and Chelsea 019A,367,2070,5,0.016,72.43
Metropolitan Police Service,E01003219,Lewisham 025B,367,2070,5,0.016,72.45
Metropolitan Police Service,E01003249,Lewisham 001D,367,2070,5,0.016,72.46
Metropolitan Police Service,E01003668,Redbridge 007A,367,2070,5,0.016,72.48
Metropolitan Police Service,E01003862,Richmond upon Thames 004D,367,2070,5,0.016,72.49
Metropolitan Police Service,E01035663,Tower Hamlets 004I,367,2070,5,0.016,72.51
Metropolitan Police Service,E01000735,Bromley 014C,366,2079,5,0.016,72.53
Metropolitan Police Service,E01000998,Croydon 010A,366,2079,5,0.016,72.54
Metropolitan Police Service,E01001239,Ealing 015C,366,2079,5,0.016,72.56
Metropolitan Police Service,E01001657,Greenwich 034B,366,2079,5,0.016,72.57
Metropolitan Police Service,E01003998,Southwark 014D,366,2079,5,0.016,72.59
Metropolitan Police Service,E01004064,Southwark 026D,366,2079,5,0.016,72.60
Metropolitan Police Service,E01033882,Southwark 022G,366,2079,5,0.016,72.62
Metropolitan Police Service,E01000599,Brent 027D,365,2086,5,0.016,72.64
Metropolitan Police Service,E01000662,Bromley 026B,365,2086,5,0.016,72.65
Metropolitan Police Service,E01001213,Ealing 023A,365,2086,5,0.016,72.67
Metropolitan Police Service,E01001271,Ealing 001B,365,2086,5,0.016,72.68
Metropolitan Police Service,E01002018,Haringey 020D,365,2086,5,0.016,72.70
Metropolitan Police Service,E01002756,Islington 001B,365,2086,5,0.016,72.71
Metropolitan Police Service,E01002776,Islington 014E,365,2086,5,0.016,72.73
Metropolitan Police Service,E01003024,Lambeth 021D,365,2086,5,0.016,72.74
Metropolitan Police Service,E01003126,Lambeth 008D,365,2086,5,0.016,72.76
Metropolitan Police Service,E01003742,Redbridge 031F,365,2086,5,0.016,72.78
Metropolitan Police Service,E01004129,Sutton 002E,365,2086,5,0.016,72.79
Metropolitan Police Service,E01033486,Islington 011E,365,2086,5,0.016,72.81
Metropolitan Police Service,E01000554,Brent 015B,364,2098,5,0.016,72.82
Metropolitan Police Service,E01000639,Brent 022C,364,2098,5,0.016,72.84
Metropolitan Police Service,E01000894,Camden 002B,364,2098,5,0.016,72.85
Metropolitan Police Service,E01002005,Haringey 035A,364,2098,5,0.016,72.87
Metropolitan Police Service,E01003538,Newham 029A,364,2098,5,0.016,72.88
Metropolitan Police Service,E01003992,Southwark 014A,364,2098,5,0.016,72.90
Metropolitan Police Service,E01004396,Waltham Forest 012A,364,2098,5,0.016,72.92
Metropolitan Police Service,E01034201,Newham 022E,364,2098,5,0.016,72.93
Metropolitan Police Service,E01001148,Croydon 005B,363,2106,5,0.015,72.95
Metropolitan Police Service,E01001209,Ealing 013A,363,2106,5,0.015,72.96
Metropolitan Police Service,E01001590,Greenwich 014A,363,2106,5,0.015,72.98
Metropolitan Police Service,E01004639,Wandsworth 011C,363,2106,5,0.015,72.99
Metropolitan Police Service,E01035677,Tower Hamlets 014I,363,2106,5,0.015,73.01
Metropolitan Police Service,E01000058,Barking and Dagenham 018D,362,2111,5,0.015,73.02
Metropolitan Police Service,E01000796,Bromley 009C,362,2111,5,0.015,73.04
Metropolitan Police Service,E01001376,Ealing 040B,362,2111,5,0.015,73.05
Metropolitan Police Service,E01001438,Enfield 007E,362,2111,5,0.015,73.07
Metropolitan Police Service,E01001594,Greenwich 014D,362,2111,5,0.015,73.09
Metropolitan Police Service,E01001930,Hammersmith and Fulham 008D,362,2111,5,0.015,73.10
Metropolitan Police Service,E01002092,Haringey 006B,362,2111,5,0.015,73.12
Metropolitan Police Service,E01002547,Hillingdon 023E,362,2111,5,0.015,73.13
Metropolitan Police Service,E01003971,Southwark 015D,362,2111,5,0.015,73.15
Metropolitan Police Service,E01004628,Wandsworth 022A,362,2111,5,0.015,73.16
Metropolitan Police Service,E01004728,Westminster 003D,362,2111,5,0.015,73.18
Metropolitan Police Service,E01000487,Brent 006E,361,2122,5,0.015,73.19
Metropolitan Police Service,E01000596,Brent 021A,361,2122,5,0.015,73.21
Metropolitan Police Service,E01002159,Harrow 021A,361,2122,5,0.015,73.22
Metropolitan Police Service,E01003060,Lambeth 011E,361,2122,5,0.015,73.24
Metropolitan Police Service,E01003357,Merton 012A,361,2122,5,0.015,73.25
Metropolitan Police Service,E01003393,Merton 008C,361,2122,5,0.015,73.27
Metropolitan Police Service,E01003721,Redbridge 003A,361,2122,5,0.015,73.29
Metropolitan Police Service,E01004645,Wandsworth 016E,361,2122,5,0.015,73.30
Metropolitan Police Service,E01000447,Bexley 023C,360,2130,5,0.015,73.32
Metropolitan Police Service,E01001428,Enfield 027C,360,2130,5,0.015,73.33
Metropolitan Police Service,E01001489,Enfield 023D,360,2130,5,0.015,73.35
Metropolitan Police Service,E01001682,Greenwich 020D,360,2130,5,0.015,73.36
Metropolitan Police Service,E01002628,Hounslow 011D,360,2130,5,0.015,73.38
Metropolitan Police Service,E01003377,Merton 012C,360,2130,5,0.015,73.39
Metropolitan Police Service,E01003635,Newham 016D,360,2130,5,0.015,73.41
Metropolitan Police Service,E01003705,Redbridge 010A,360,2130,5,0.015,73.42
Metropolitan Police Service,E01000273,Barnet 008C,359,2138,5,0.015,73.44
Metropolitan Police Service,E01001154,Croydon 006E,359,2138,5,0.015,73.45
Metropolitan Police Service,E01001228,Ealing 019E,359,2138,5,0.015,73.47
Metropolitan Police Service,E01001671,Greenwich 033B,359,2138,5,0.015,73.49
Metropolitan Police Service,E01002055,Haringey 029D,359,2138,5,0.015,73.50
Metropolitan Police Service,E01002493,Hillingdon 032E,359,2138,5,0.015,73.52
Metropolitan Police Service,E01002730,Islington 007A,359,2138,5,0.015,73.53
Metropolitan Police Service,E01004054,Southwark 001D,359,2138,5,0.015,73.55
Metropolitan Police Service,E01032719,Southwark 014G,359,2138,5,0.015,73.56
Metropolitan Police Service,E01000386,Bexley 028D,358,2147,5,0.015,73.58
Metropolitan Police Service,E01000469,Bexley 001D,358,2147,5,0.015,73.59
Metropolitan Police Service,E01000541,Brent 004E,358,2147,5,0.015,73.61
Metropolitan Police Service,E01001091,Croydon 004E,358,2147,5,0.015,73.62
Metropolitan Police Service,E01001160,Croydon 002D,358,2147,5,0.015,73.64
Metropolitan Police Service,E01001218,Ealing 012A,358,2147,5,0.015,73.65
Metropolitan Police Service,E01001989,Haringey 033D,358,2147,5,0.015,73.67
Metropolitan Police Service,E01002064,Haringey 036C,358,2147,5,0.015,73.68
Metropolitan Police Service,E01002866,Kensington and Chelsea 009B,358,2147,5,0.015,73.70
Metropolitan Police Service,E01003827,Richmond upon Thames 023F,358,2147,5,0.015,73.71
Metropolitan Police Service,E01004332,Waltham Forest 028F,358,2147,5,0.015,73.73
Metropolitan Police Service,E01034392,Lewisham 040A,358,2147,5,0.015,73.75
Metropolitan Police Service,E01034393,Lewisham 040B,358,2147,5,0.015,73.76
Metropolitan Police Service,E01002935,Kingston upon Thames 003A,357,2160,5,0.015,73.78
Metropolitan Police Service,E01003212,Lewisham 005D,357,2160,5,0.015,73.79
Metropolitan Police Service,E01004701,Westminster 007A,357,2160,5,0.015,73.81
Metropolitan Police Service,E01004719,Westminster 004B,357,2160,5,0.015,73.82
Metropolitan Police Service,E01000888,Camden 006C,356,2164,5,0.015,73.84
Metropolitan Police Service,E01001911,Hammersmith and Fulham 015D,356,2164,5,0.015,73.85
Metropolitan Police Service,E01004410,Waltham Forest 013B,356,2164,5,0.015,73.87
Metropolitan Police Service,E01004449,Waltham Forest 018E,356,2164,5,0.015,73.88
Metropolitan Police Service,E01032776,Tower Hamlets 034D,356,2164,5,0.015,73.90
Metropolitan Police Service,E01000065,Barking and Dagenham 007A,355,2169,5,0.015,73.91
Metropolitan Police Service,E01000112,Barking and Dagenham 002E,355,2169,5,0.015,73.93
Metropolitan Police Service,E01001878,Hammersmith and Fulham 001E,355,2169,5,0.015,73.94
Metropolitan Police Service,E01002647,Hounslow 021A,355,2169,5,0.015,73.96
Metropolitan Police Service,E01004078,Sutton 011C,355,2169,5,0.015,73.97
Metropolitan Police Service,E01004204,Tower Hamlets 005D,355,2169,5,0.015,73.99
Metropolitan Police Service,E01004458,Waltham Forest 012C,355,2169,5,0.015,74.00
Metropolitan Police Service,E01004647,Westminster 001A,355,2169,5,0.015,74.02
Metropolitan Police Service,E01034384,Bromley 005G,355,2169,5,0.015,74.03
Metropolitan Police Service,E01000302,Barnet 019C,354,2178,5,0.015,74.05
Metropolitan Police Service,E01001580,Greenwich 021A,354,2178,5,0.015,74.06
Metropolitan Police Service,E01001824,Hackney 004D,354,2178,5,0.015,74.08
Metropolitan Police Service,E01002527,Hillingdon 031D,354,2178,5,0.015,74.09
Metropolitan Police Service,E01002580,Hounslow 008C,354,2178,5,0.015,74.11
Metropolitan Police Service,E01002856,Kensington and Chelsea 004E,354,2178,5,0.015,74.12
Metropolitan Police Service,E01003441,Merton 022E,354,2178,5,0.015,74.14
Metropolitan Police Service,E01003580,Newham 005D,354,2178,5,0.015,74.15
Metropolitan Police Service,E01003765,Redbridge 009G,354,2178,5,0.015,74.17
Metropolitan Police Service,E01004506,Wandsworth 011A,354,2178,5,0.015,74.18
Metropolitan Police Service,E01034144,Croydon 024F,354,2178,5,0.015,74.20
Metropolitan Police Service,E01000418,Bexley 002B,353,2189,5,0.015,74.21
Metropolitan Police Service,E01000805,Bromley 004E,353,2189,5,0.015,74.23
Metropolitan Police Service,E01000819,Bromley 040C,353,2189,5,0.015,74.24
Metropolitan Police Service,E01002008,Haringey 030B,353,2189,5,0.015,74.26
Metropolitan Police Service,E01003097,Lambeth 006A,353,2189,5,0.015,74.27
Metropolitan Police Service,E01000788,Bromley 029D,352,2194,5,0.015,74.29
Metropolitan Police Service,E01001908,Hammersmith and Fulham 015B,352,2194,5,0.015,74.30
Metropolitan Police Service,E01002662,Hounslow 017C,352,2194,5,0.015,74.32
Metropolitan Police Service,E01004426,Waltham Forest 022D,352,2194,5,0.015,74.33
Metropolitan Police Service,E01004454,Waltham Forest 006C,352,2194,5,0.015,74.35
Metropolitan Police Service,E01004730,Westminster 001D,352,2194,5,0.015,74.37
Metropolitan Police Service,E01000969,Camden 010A,351,2200,5,0.015,74.38
Metropolitan Police Service,E01001421,Enfield 020C,351,2200,5,0.015,74.39
Metropolitan Police Service,E01001786,Hackney 013A,351,2200,5,0.015,74.41
Metropolitan Police Service,E01002221,Harrow 030C,351,2200,5,0.015,74.42
Metropolitan Police Service,E01002374,Havering 027E,351,2200,5,0.015,74.44
Metropolitan Police Service,E01002651,Hounslow 021C,351,2200,5,0.015,74.45
Metropolitan Police Service,E01003002,Kingston upon Thames 016E,351,2200,5,0.015,74.47
Metropolitan Police Service,E01003266,Lewisham 031C,351,2200,5,0.015,74.48
Metropolitan Police Service,E01003415,Merton 017C,351,2200,5,0.015,74.50
Metropolitan Police Service,E01003452,Merton 024E,351,2200,5,0.015,74.51
Metropolitan Police Service,E01004041,Southwark 013D,351,2200,5,0.015,74.53
Metropolitan Police Service,E01032770,Tower Hamlets 032B,351,2200,5,0.015,74.54
Metropolitan Police Service,E01000195,Barnet 013A,350,2212,5,0.015,74.56
Metropolitan Police Service,E01001064,Croydon 026C,350,2212,5,0.015,74.57
Metropolitan Police Service,E01001793,Hackney 011B,350,2212,5,0.015,74.59
Metropolitan Police Service,E01035674,Tower Hamlets 014F,350,2212,5,0.015,74.60
Metropolitan Police Service,E01001294,Ealing 017A,349,2216,5,0.015,74.62
Metropolitan Police Service,E01001652,Greenwich 019D,349,2216,5,0.015,74.63
Metropolitan Police Service,E01003924,Southwark 021E,349,2216,5,0.015,74.65
Metropolitan Police Service,E01000192,Barnet 018A,348,2219,5,0.015,74.66
Metropolitan Police Service,E01000724,Bromley 019D,348,2219,5,0.015,74.68
Metropolitan Police Service,E01001316,Ealing 003B,348,2219,5,0.015,74.69
Metropolitan Police Service,E01001880,Hammersmith and Fulham 017A,348,2219,5,0.015,74.71
Metropolitan Police Service,E01003189,Lewisham 034A,348,2219,5,0.015,74.72
Metropolitan Police Service,E01000126,Barnet 026A,347,2224,5,0.015,74.74
Metropolitan Police Service,E01001056,Croydon 030D,347,2224,5,0.015,74.75
Metropolitan Police Service,E01001175,Croydon 011B,347,2224,5,0.015,74.77
Metropolitan Police Service,E01001426,Enfield 030B,347,2224,5,0.015,74.78
Metropolitan Police Service,E01002032,Haringey 010C,347,2224,5,0.015,74.80
Metropolitan Police Service,E01002164,Harrow 021D,347,2224,5,0.015,74.81
Metropolitan Police Service,E01002411,Hillingdon 022A,347,2224,5,0.015,74.83
Metropolitan Police Service,E01004121,Sutton 006B,347,2224,5,0.015,74.84
Metropolitan Police Service,E01000108,Barking and Dagenham 010D,346,2232,5,0.015,74.86
Metropolitan Police Service,E01001620,Greenwich 025A,346,2232,5,0.015,74.87
Metropolitan Police Service,E01002488,Hillingdon 030B,346,2232,5,0.015,74.89
Metropolitan Police Service,E01002586,Hounslow 013D,346,2232,5,0.015,74.90
Metropolitan Police Service,E01003159,Lambeth 022C,346,2232,5,0.015,74.92
Metropolitan Police Service,E01004111,Sutton 016B,346,2232,5,0.015,74.93
Metropolitan Police Service,E01004209,Tower Hamlets 011B,346,2232,5,0.015,74.95
Metropolitan Police Service,E01000718,Bromley 006E,345,2239,5,0.015,74.96
Metropolitan Police Service,E01000807,Bromley 022C,345,2239,5,0.015,74.97
Metropolitan Police Service,E01001132,Croydon 018D,345,2239,5,0.015,74.99
Metropolitan Police Service,E01001187,Croydon 017E,345,2239,5,0.015,75.00
Metropolitan Police Service,E01002544,Hillingdon 023B,345,2239,5,0.015,75.02
Metropolitan Police Service,E01002712,Islington 015B,345,2239,5,0.015,75.03
Metropolitan Police Service,E01003527,Newham 024B,345,2239,5,0.015,75.05
Metropolitan Police Service,E01000468,Bexley 001C,344,2246,5,0.015,75.06
Metropolitan Police Service,E01000592,Brent 001D,344,2246,5,0.015,75.08
Metropolitan Police Service,E01001139,Croydon 007B,344,2246,5,0.015,75.09
Metropolitan Police Service,E01001950,Hammersmith and Fulham 021D,344,2246,5,0.015,75.11
Metropolitan Police Service,E01002423,Hillingdon 018B,344,2246,5,0.015,75.12
Metropolitan Police Service,E01003407,Merton 008E,344,2246,5,0.015,75.14
Metropolitan Police Service,E01004292,Tower Hamlets 026A,344,2246,5,0.015,75.15
Metropolitan Police Service,E01004340,Waltham Forest 027E,344,2246,5,0.015,75.17
Metropolitan Police Service,E01004367,Waltham Forest 019D,344,2246,5,0.015,75.18
Metropolitan Police Service,E01034479,Barking and Dagenham 021G,344,2246,5,0.015,75.19
Metropolitan Police Service,E01000711,Bromley 006C,343,2256,5,0.015,75.21
Metropolitan Police Service,E01000907,Camden 001A,343,2256,5,0.015,75.22
Metropolitan Police Service,E01001744,Hackney 031A,343,2256,5,0.015,75.24
Metropolitan Police Service,E01002306,Havering 003D,343,2256,5,0.015,75.25
Metropolitan Police Service,E01002896,Kensington and Chelsea 020C,343,2256,5,0.015,75.27
Metropolitan Police Service,E01003244,Lewisham 001A,343,2256,5,0.015,75.28
Metropolitan Police Service,E01003322,Lewisham 020D,343,2256,5,0.015,75.30
Metropolitan Police Service,E01003847,Richmond upon Thames 002B,343,2256,5,0.015,75.31
Metropolitan Police Service,E01004404,Waltham Forest 014D,343,2256,5,0.015,75.33
Metropolitan Police Service,E01033463,Brent 003G,343,2256,5,0.015,75.34
Metropolitan Police Service,E01000104,Barking and Dagenham 014B,342,2266,5,0.015,75.36
Metropolitan Police Service,E01000238,Barnet 034B,342,2266,5,0.015,75.37
Metropolitan Police Service,E01000295,Barnet 023B,342,2266,5,0.015,75.38
Metropolitan Police Service,E01002441,Hillingdon 003D,342,2266,5,0.015,75.40
Metropolitan Police Service,E01003326,Lewisham 035A,342,2266,5,0.015,75.41
Metropolitan Police Service,E01003376,Merton 012B,342,2266,5,0.015,75.43
Metropolitan Police Service,E01004406,Waltham Forest 016A,342,2266,5,0.015,75.44
Metropolitan Police Service,E01004706,Westminster 006B,342,2266,5,0.015,75.46
Metropolitan Police Service,E01001079,Croydon 036B,341,2274,5,0.015,75.47
Metropolitan Police Service,E01001080,Croydon 036C,341,2274,5,0.015,75.49
Metropolitan Police Service,E01001320,Ealing 003E,341,2274,5,0.015,75.50
Metropolitan Police Service,E01001625,Greenwich 025E,341,2274,5,0.015,75.52
Metropolitan Police Service,E01002727,Islington 021C,341,2274,5,0.015,75.53
Metropolitan Police Service,E01002773,Islington 004D,341,2274,5,0.015,75.55
Metropolitan Police Service,E01003154,Lambeth 030E,341,2274,5,0.015,75.56
Metropolitan Police Service,E01003997,Southwark 017E,341,2274,5,0.015,75.57
Metropolitan Police Service,E01004612,Wandsworth 032C,341,2274,5,0.015,75.59
Metropolitan Police Service,E01034230,Newham 042G,341,2274,5,0.015,75.60
Metropolitan Police Service,E01000478,Brent 029D,340,2284,5,0.015,75.62
Metropolitan Police Service,E01001749,Hackney 020B,340,2284,5,0.015,75.63
Metropolitan Police Service,E01001764,Hackney 010A,340,2284,5,0.015,75.65
Metropolitan Police Service,E01001940,Hammersmith and Fulham 005B,340,2284,5,0.015,75.66
Metropolitan Police Service,E01002452,Hillingdon 014C,340,2284,5,0.015,75.68
Metropolitan Police Service,E01002470,Hillingdon 007D,340,2284,5,0.015,75.69
Metropolitan Police Service,E01004086,Sutton 019B,340,2284,5,0.015,75.70
Metropolitan Police Service,E01004167,Sutton 005D,340,2284,5,0.015,75.72
Metropolitan Police Service,E01004522,Wandsworth 037C,340,2284,5,0.015,75.73
Metropolitan Police Service,E01000204,Barnet 025C,339,2293,5,0.014,75.75
Metropolitan Police Service,E01001493,Enfield 026B,339,2293,5,0.014,75.76
Metropolitan Police Service,E01001618,Greenwich 030C,339,2293,5,0.014,75.78
Metropolitan Police Service,E01002879,Kensington and Chelsea 005C,339,2293,5,0.014,75.79
Metropolitan Police Service,E01003621,Newham 023C,339,2293,5,0.014,75.81
Metropolitan Police Service,E01003675,Redbridge 036A,339,2293,5,0.014,75.82
Metropolitan Police Service,E01004201,Tower Hamlets 002D,339,2293,5,0.014,75.84
Metropolitan Police Service,E01004678,Westminster 005D,339,2293,5,0.014,75.85
Metropolitan Police Service,E01033934,Brent 010H,339,2293,5,0.014,75.86
Metropolitan Police Service,E01000142,Barnet 040B,338,2302,5,0.014,75.88
Metropolitan Police Service,E01000315,Barnet 022F,338,2302,5,0.014,75.89
Metropolitan Police Service,E01000781,Bromley 001C,338,2302,5,0.014,75.91
Metropolitan Police Service,E01000913,Camden 001E,338,2302,5,0.014,75.92
Metropolitan Police Service,E01001357,Ealing 033D,338,2302,5,0.014,75.94
Metropolitan Police Service,E01001366,Ealing 044C,338,2302,5,0.014,75.95
Metropolitan Police Service,E01001599,Greenwich 032B,338,2302,5,0.014,75.96
Metropolitan Police Service,E01002254,Havering 019B,338,2302,5,0.014,75.98
Metropolitan Police Service,E01004243,Tower Hamlets 020A,338,2302,5,0.014,75.99
Metropolitan Police Service,E01004333,Waltham Forest 024A,338,2302,5,0.014,76.01
Metropolitan Police Service,E01035488,Wandsworth 004H,338,2302,5,0.014,76.02
Metropolitan Police Service,E01001269,Ealing 001A,337,2313,5,0.014,76.04
Metropolitan Police Service,E01001505,Enfield 012C,337,2313,5,0.014,76.05
Metropolitan Police Service,E01001560,Enfield 035F,337,2313,5,0.014,76.07
Metropolitan Police Service,E01001614,Greenwich 028B,337,2313,5,0.014,76.08
Metropolitan Police Service,E01001885,Hammersmith and Fulham 015A,337,2313,5,0.014,76.09
